mod_mass,total_psm_count,mod_mass_spec_id,code
1184.433033,22904,2333,N/S/T[1184.433033]
-55.053433,22869,49,R[-55.053433]
138.104465,22796,1146,C/H/K[138.104465]
27.010899,22758,498,T[27.010899]
266.13068,22627,1624,C/M[266.13068]
162.080967,22517,1297,H/K/S/T/Y[162.080967]
-41.062935,22466,78,K[-41.062935]
-12.036386,22378,201,L[-12.036386]
-36.011233,22345,84,H[-36.011233]
7.034695,22339,326,P[7.034695]
-3.994915,22260,219,E of peptide[-3.994915]
111.041593,22147,1004,K/N-term of peptide[111.041593]
218.167065,21952,1485,C/H/K[218.167065]
316.138088,21949,1724,C[316.138088]
220.058303,21836,1491,S/T[220.058303]
69.069083,21820,812,S[69.069083]
121.035005,21736,1053,S/T[121.035005]
305.041287,21681,1695,S/T/Y[305.041287]
-57.03672,21637,43,W[-57.03672]
1907.714079,21587,2720,N[1907.714079]
308.148455,21545,1712,D/E[308.148455]
-129.057849,21530,2,W[-129.057849]
84.021129,21502,874,K[84.021129]
-31.042199,21380,100,K[-31.042199]
1850.692615,21374,2689,N/S/T[1850.692615]
41.074168,21370,619,D[41.074168]
234.16198,21253,1560,C/H/K[234.16198]
46.035672,21252,691,K[46.035672]
697.254162,21250,2060,S/T[697.254162]
-69.069083,21241,28,R[-69.069083]
27.047285,21184,500,S[27.047285]
-30.010565,21151,103,E[-30.010565]
-58.005479,21116,38,E[-58.005479]
527.18502,21103,1952,N/S/T[527.18502]
859.306985,21062,2154,S/T[859.306985]
272.250401,21026,1631,C[272.250401]
426.137341,20631,1864,S/T[426.137341]
170.048013,20601,1340,K/N-term of peptide[170.048013]
294.095082,20573,1651,S/T[294.095082]
87.068414,20533,899,K[87.068414]
66.010565,20268,803,P[66.010565]
11.033743,20241,342,C[11.033743]
90.04695,20233,907,G[90.04695]
159.068414,20124,1269,Q[159.068414]
-49.020401,20091,55,Y[-49.020401]
159.035399,20089,1268,N-term of protein[159.035399]
609.238118,19964,2014,S/T[609.238118]
9.032697,19947,334,F[9.032697]
1298.475961,19921,2400,N/S/T[1298.475961]
338.084912,19886,1773,S/T[338.084912]
43.989829,19835,662,K[43.989829]
70.005479,19778,815,C of protein[70.005479]
434.178299,19687,1870,K/S/T[434.178299]
175.042199,19670,1356,K/N-term of peptide[175.042199]
-12.036386,19648,200,V[-12.036386]
-85.063997,19600,15,R[-85.063997]
-30.010565,19430,105,T[-30.010565]
-53.091927,19422,51,R[-53.091927]
777.210976,19256,2105,S/T[777.210976]
32.056407,18763,564,K/N-term of protein/R[32.056407]
263.131014,18562,1615,C/M[263.131014]
860.327386,18561,2158,N/S/T[860.327386]
56.026215,18445,740,H[56.026215]
42.04695,18301,633,C-term of peptide[42.04695]
82.041865,18297,871,K[82.041865]
43.989829,18267,661,D[43.989829]
330.136176,18241,1764,K[330.136176]
-35.004751,18101,85,Y[-35.004751]
172.01289,18048,1344,N-term of protein[172.01289]
74.055944,18016,838,C[74.055944]
1339.50251,17936,2420,S/T[1339.50251]
231.02966,17912,1544,K[231.02966]
210.986535,17881,1438,K/N-term of peptide[210.986535]
753.199743,17872,2092,S/T[753.199743]
42.04695,17846,636,E[42.04695]
183.983029,17843,1381,N-term of peptide[183.983029]
-30.010565,17744,106,P[-30.010565]
456.069261,17734,1899,C[456.069261]
-44.008456,17724,66,M[-44.008456]
141.042593,17697,1161,C[141.042593]
452.245726,17694,1888,K/N-term of peptide[452.245726]
130.026609,17670,1096,C[130.026609]
600.250354,17649,2007,K[600.250354]
96.021129,17631,925,K[96.021129]
-18.973451,17591,141,F[-18.973451]
511.190105,17517,1938,N/S/T[511.190105]
802.285522,17506,2120,S/T[802.285522]
1622.581608,17502,2584,N/S/T[1622.581608]
89.011293,17468,905,H[89.011293]
845.403166,17404,2145,K[845.403166]
146.036779,17345,1204,C[146.036779]
917.34885,17320,2178,S/T[917.34885]
173.980921,17226,1350,N-term of protein[173.980921]
126.031694,17199,1074,K[126.031694]
332.19876,17195,1769,N-term of protein[332.19876]
36.07567,17160,591,K/N-term of protein/R[36.07567]
10.07488,17101,340,C[10.07488]
454.210387,17100,1896,C/K[454.210387]
495.19519,17007,1930,N[495.19519]
-34.020735,16844,88,Y[-34.020735]
-72.995249,16820,22,W[-72.995249]
1864.634157,16768,2699,N[1864.634157]
167.982375,16718,1327,K[167.982375]
672.298156,16711,2044,C[672.298156]
960.43011,16680,2205,K[960.43011]
471.207761,16674,1911,K[471.207761]
-106.041865,16625,6,Y[-106.041865]
265.146664,16582,1621,C[265.146664]
-40.006148,16508,81,H[-40.006148]
539.221405,16446,1956,S/T[539.221405]
43.953444,16440,659,W[43.953444]
19.042199,16419,463,H[19.042199]
43.989829,16416,660,M of protein[43.989829]
486.158471,16408,1921,N/S/T[486.158471]
343.031785,16381,1783,C/S[343.031785]
673.242928,16193,2046,S/T[673.242928]
1702.581333,16184,2619,N[1702.581333]
568.211569,16120,1980,N/S/T[568.211569]
-33.003705,15977,93,C of protein[-33.003705]
21.98435,15969,473,R[21.98435]
320.100836,15867,1733,K[320.100836]
13.031634,15847,359,S[13.031634]
616.221465,15755,2021,S/T[616.221465]
135.032028,15735,1124,Y[135.032028]
510.169704,15717,1935,S/T[510.169704]
1005.364894,15669,2231,S/T[1005.364894]
689.237843,15663,2053,N/S/T[689.237843]
108.021129,15640,977,K[108.021129]
1793.671151,15618,2662,N/S/T[1793.671151]
1978.659326,15604,2756,N[1978.659326]
210.198366,15599,1437,C/G of peptide/K[210.198366]
26.033409,15578,495,C[26.033409]
525.205755,15486,1949,S/T[525.205755]
251.036462,15447,1598,C[251.036462]
15.010899,15445,402,I[15.010899]
552.216654,15410,1974,N[552.216654]
812.31749,15334,2126,S/T[812.31749]
1708.618387,15292,2624,N[1708.618387]
710.383719,15283,2074,C[710.383719]
1037.354723,15256,2253,S/T[1037.354723]
771.290941,15219,2103,S/T[771.290941]
689.194932,15174,2051,S/T[689.194932]
41.062935,15125,618,S[41.062935]
939.2638,14990,2188,S/T[939.2638]
-49.979265,14944,54,Y[-49.979265]
26.01565,14917,494,A[26.01565]
-33.987721,14787,90,M[-33.987721]
25.060626,14778,486,M[25.060626]
1170.417383,14774,2323,N[1170.417383]
851.247756,14760,2150,S/T[851.247756]
-94.041865,14626,9,Y[-94.041865]
1914.654515,14587,2725,S/T[1914.654515]
2352.846,14573,2770,N/S/T[2352.846]
219.089543,14515,1486,C[219.089543]
453.14824,14480,1891,S/T[453.14824]
1015.396863,14459,2241,S/T[1015.396863]
-66.021798,14426,29,H[-66.021798]
31.935685,14384,543,K[31.935685]
169.048741,14369,1331,H[169.048741]
684.298156,14348,2048,C[684.298156]
744.243657,14325,2090,S/T[744.243657]
243.085521,14322,1583,K[243.085521]
-66.010565,14319,30,Y[-66.010565]
114.042927,14289,1021,H[114.042927]
1900.681776,14289,2718,N[1900.681776]
-62.01565,14271,32,Y[-62.01565]
57.03672,14270,758,E[57.03672]
698.274563,14264,2064,N[698.274563]
184.157563,14246,1383,C[184.157563]
343.149184,14245,1785,K[343.149184]
85.052764,14160,879,Y[85.052764]
138.06808,14159,1145,C[138.06808]
632.216379,14138,2027,S/T[632.216379]
170.036779,14123,1339,C/K[170.036779]
615.201064,13982,2017,S/T[615.201064]
1704.634706,13966,2622,N/S/T[1704.634706]
258.014069,13964,1607,K/N-term of peptide[258.014069]
1241.454497,13943,2366,N/S/T[1241.454497]
57.021464,13932,753,A[57.021464]
229.014009,13910,1536,K[229.014009]
60.003371,13842,781,A[60.003371]
494.174789,13826,1927,S/T[494.174789]
1710.597652,13815,2625,N[1710.597652]
1021.359809,13731,2243,N/S/T[1021.359809]
585.190499,13669,1997,S/T[585.190499]
-27.010899,13638,122,Q[-27.010899]
112.016044,13620,1008,K[112.016044]
761.258973,13604,2099,S/T[761.258973]
541.164284,13595,1968,S/T[541.164284]
148.037173,13585,1208,P[148.037173]
695.280074,13531,2058,M[695.280074]
703.253493,13490,2069,S/T[703.253493]
13.031634,13391,360,T[13.031634]
1200.427948,13288,2340,N/S/T[1200.427948]
404.062462,13265,1845,S/T[404.062462]
397.243753,13220,1843,K[397.243753]
-80.037448,13140,18,H[-80.037448]
78.04695,13114,852,K[78.04695]
728.177625,13087,2083,S/T[728.177625]
80.026215,13082,868,R[80.026215]
1430.51822,12958,2470,N[1430.51822]
25.085779,12894,487,C[25.085779]
105.021464,12886,956,K[105.021464]
220.182715,12763,1492,N-term of peptide[220.182715]
558.1796,12669,1976,S/T[558.1796]
420.051719,12652,1857,C-term of peptide/N-term of peptide[420.051719]
792.253553,12649,2114,S/T[792.253553]
-27.994915,12640,117,E[-27.994915]
572.181134,12522,1983,K/N-term of peptide/Y[572.181134]
23.015984,12490,476,Y[23.015984]
703.217108,12412,2066,S/T[703.217108]
1505.539015,12399,2516,N[1505.539015]
62.01565,12343,795,T[62.01565]
340.085794,12278,1779,S[340.085794]
1540.52851,12170,2540,N[1540.52851]
-63.994915,12102,31,Y[-63.994915]
96.021129,12027,926,N-term of protein[96.021129]
-23.974848,11988,132,H[-23.974848]
325.225309,11939,1749,C/H[325.225309]
1378.432776,11917,2442,N[1378.432776]
71.073499,11905,827,K[71.073499]
688.199683,11873,2049,K[688.199683]
-50.026883,11860,52,H[-50.026883]
90.084148,11840,908,C/Y[90.084148]
469.143155,11831,1903,S/T[469.143155]
421.073241,11821,1859,C/K/P/R/S[421.073241]
-21.987721,11785,136,M[-21.987721]
188.032956,11715,1389,K[188.032956]
59.04969,11692,779,K[59.04969]
1024.359475,11681,2248,N[1024.359475]
1120.428223,11677,2300,S/T[1120.428223]
846.311736,11671,2146,N[846.311736]
242.019154,11658,1580,S/T[242.019154]
698.238177,11586,2062,S/T[698.238177]
173.980921,11581,1349,K[173.980921]
404.071978,11567,1847,N/S/T[404.071978]
30.010565,11520,538,Y[30.010565]
849.275017,11423,2147,S/T[849.275017]
114.042927,11416,1023,C[114.042927]
818.280436,11381,2130,S/T[818.280436]
114.042927,11378,1024,R[114.042927]
1663.608157,11323,2601,N[1663.608157]
819.300837,11265,2132,S/T[819.300837]
817.260035,11211,2128,S/T[817.260035]
541.20067,11169,1970,S/T[541.20067]
38.039569,11139,605,R[38.039569]
332.19876,11107,1768,K[332.19876]
1866.68753,11062,2702,N[1866.68753]
-58.020735,10894,37,W[-58.020735]
907.316881,10810,2174,S/T[907.316881]
457.192111,10807,1901,K[457.192111]
713.249076,10798,2079,S/T[713.249076]
646.195644,10793,2031,S/T[646.195644]
1767.619116,10788,2648,N/S/T[1767.619116]
588.190165,10769,1999,S/T[588.190165]
287.055563,10754,1646,C[287.055563]
695.157878,10750,2056,S/T[695.157878]
440.152991,10735,1874,S/T[440.152991]
34.049727,10697,577,C[34.049727]
154.026609,10689,1230,R[154.026609]
470.163556,10681,1908,S/T[470.163556]
171.149738,10679,1342,C[171.149738]
306.025302,10652,1700,H/Y[306.025302]
48.084611,10640,703,K/N-term of peptide[48.084611]
-89.026549,10631,13,W[-89.026549]
484.228162,10605,1916,K[484.228162]
132.021129,10493,1105,Y[132.021129]
266.203451,10439,1625,K[266.203451]
118.068034,10327,1038,K[118.068034]
948.34343,10285,2197,S/T[948.34343]
240.11503,10271,1578,C[240.11503]
794.269203,10141,2118,S/T[794.269203]
157.019749,10086,1260,C[157.019749]
438.094051,10048,1872,S/T[438.094051]
469.228496,9982,1905,K[469.228496]
11.070128,9970,344,C[11.070128]
648.211294,9968,2034,S/T[648.211294]
5.028462,9903,309,R[5.028462]
1958.72364,9899,2746,N[1958.72364]
470.266839,9893,1909,C[470.266839]
1955.723975,9794,2744,N/S/T[1955.723975]
1022.38021,9769,2246,N/S/T[1022.38021]
820.336015,9684,2134,C[820.336015]
340.167459,9643,1781,C[340.167459]
712.136808,9642,2075,S/T[712.136808]
117.024835,9636,1036,K[117.024835]
42.04695,9593,637,K[42.04695]
1713.671426,9577,2626,S/T[1713.671426]
865.269931,9562,2160,S/T[865.269931]
915.252567,9554,2176,S/T[915.252567]
113.084064,9540,1013,C[113.084064]
736.184427,9509,2088,S/T[736.184427]
1997.698154,9418,2764,N[1997.698154]
25.049393,9403,485,C[25.049393]
970.301291,9392,2215,S/T[970.301291]
60.003371,9378,780,T[60.003371]
1312.455225,9377,2408,S/T[1312.455225]
119.037114,9310,1041,K[119.037114]
112.05243,9264,1009,K[112.05243]
310.047738,9245,1714,K[310.047738]
165.164326,9209,1322,N-term of peptide[165.164326]
322.020217,9200,1735,F/W/Y[322.020217]
824.243382,9146,2136,S/T[824.243382]
471.131802,9109,1910,K[471.131802]
445.089011,9093,1879,S/T[445.089011]
541.06111,9090,1962,C/D/E/K/N/R/S/Y[541.06111]
969.366232,9088,2213,C/K[969.366232]
236.214016,9079,1567,C/S/T[236.214016]
30.010565,9026,535,N[30.010565]
266.057909,8988,1622,R[266.057909]
961.302294,8984,2206,S/T[961.302294]
1079.401674,8889,2276,N/S/T[1079.401674]
-27.994915,8776,119,P[-27.994915]
14.01565,8774,376,V[14.01565]
607.141834,8714,2013,S/T[607.141834]
24.023919,8635,483,R[24.023919]
14.01565,8543,374,D[14.01565]
105.021464,8530,957,N-term of peptide[105.021464]
137.16403,8444,1142,K/N-term of peptide[137.16403]
1136.423137,8417,2306,N/S/T[1136.423137]
51.103441,8344,711,K/R[51.103441]
-85.031634,8302,16,W[-85.031634]
995.332925,8232,2225,S/T[995.332925]
964.338345,8179,2211,S/T[964.338345]
940.327112,8169,2192,S/T[940.327112]
1296.460311,8128,2395,S/T[1296.460311]
427.069202,8110,1866,C[427.069202]
227.224915,8103,1532,K/N-term of peptide[227.224915]
963.317944,8095,2209,S/T[963.317944]
997.305665,8085,2226,S/T[997.305665]
1095.396588,8060,2285,N/S/T[1095.396588]
41.026549,7964,617,K[41.026549]
-37.990498,7919,83,H[-37.990498]
810.221207,7913,2122,S/T[810.221207]
107.077339,7888,970,M[107.077339]
120.050417,7887,1051,K[120.050417]
1143.406484,7886,2309,S/T[1143.406484]
76.0313,7884,842,S[76.0313]
648.168383,7774,2033,S/T[648.168383]
1063.406759,7756,2271,S/T[1063.406759]
834.275351,7695,2140,S/T[834.275351]
14.01565,7650,389,E[14.01565]
416.147118,7649,1855,Y[416.147118]
1427.518554,7605,2467,S/T[1427.518554]
486.11556,7583,1917,S/T[486.11556]
2059.734933,7537,2765,N[2059.734933]
1428.538955,7537,2468,S/T[1428.538955]
321.205242,7518,1734,C[321.205242]
132.021129,7466,1106,R[132.021129]
76.0313,7463,843,A[76.0313]
-18.010565,7457,155,C of peptide[-18.010565]
572.19525,7454,1984,S/T[572.19525]
160.037173,7406,1272,R[160.037173]
1282.481046,7402,2382,N/S/T[1282.481046]
-87.010899,7373,14,W[-87.010899]
44.026215,7365,672,R[44.026215]
411.259403,7361,1852,K[411.259403]
794.226292,7346,2117,S/T[794.226292]
810.264117,7284,2124,S/T[810.264117]
267.031377,7262,1626,C[267.031377]
345.047435,7242,1786,H/K[345.047435]
28.046104,7228,522,R[28.046104]
454.088965,7227,1894,C/H[454.088965]
168.187801,7211,1330,N-term of peptide[168.187801]
1702.538423,7063,2618,N[1702.538423]
-18.010565,7040,157,Y[-18.010565]
1214.407213,6966,2348,S/T[1214.407213]
14.01565,6958,386,L[14.01565]
1443.538621,6953,2475,S/T[1443.538621]
111.032028,6906,999,K[111.032028]
929.231831,6811,2182,S/T[929.231831]
57.021464,6723,750,T[57.021464]
1203.577168,6626,2342,K[1203.577168]
1856.655561,6614,2695,N[1856.655561]
1062.386358,6586,2268,S/T[1062.386358]
1186.412298,6580,2336,N[1186.412298]
1161.454772,6556,2317,S/T[1161.454772]
821.280102,6510,2135,N[821.280102]
1386.492005,6506,2444,S/T[1386.492005]
327.240959,6493,1752,C/H[327.240959]
1995.730123,6477,2762,N[1995.730123]
1031.344159,6433,2252,S/T[1031.344159]
-34.968366,6359,86,Y[-34.968366]
-72.036386,6320,23,W[-72.036386]
17.03448,6300,441,C-term of peptide[17.03448]
72.062555,6294,834,K[72.062555]
-83.070128,6289,17,W[-83.070128]
979.312859,6231,2219,S/T[979.312859]
-55.038828,6220,50,W[-55.038828]
1722.634037,6152,2628,N[1722.634037]
30.010565,6147,536,W[30.010565]
122.036779,6124,1058,K[122.036779]
890.230448,6121,2169,S/T[890.230448]
28.0313,6087,510,E[28.0313]
1390.439301,6079,2451,S/T[1390.439301]
835.295752,6061,2144,S/T[835.295752]
14.01565,5942,377,I[14.01565]
-15.010899,5868,184,K[-15.010899]
44.059229,5866,673,C[44.059229]
1257.449412,5852,2373,N/S/T[1257.449412]
1061.310475,5835,2267,S/T[1061.310475]
1200.385037,5799,2338,S/T[1200.385037]
1013.34349,5796,2239,N/S/T[1013.34349]
1052.354389,5772,2263,S/T[1052.354389]
264.187801,5770,1619,K[264.187801]
-46.005479,5738,62,C-term of peptide[-46.005479]
1256.454163,5733,2371,S/T[1256.454163]
1581.555059,5611,2561,N[1581.555059]
2350.83035,5609,2769,N[2350.83035]
1353.481775,5601,2431,S/T[1353.481775]
989.333594,5595,2223,S/T[989.333594]
1705.73189,5594,2623,K[1705.73189]
1321.411312,5591,2412,S/T[1321.411312]
1872.650475,5590,2704,N[1872.650475]
1093.380938,5580,2282,S/T[1093.380938]
122.057126,5524,1059,K[122.057126]
-49.020401,5520,56,W[-49.020401]
1151.422803,5500,2313,S/T[1151.422803]
1324.6308,5407,2413,K[1324.6308]
1027.322755,5348,2249,S/T[1027.322755]
1807.569782,5334,2670,N[1807.569782]
1444.53387,5326,2479,N/S/T[1444.53387]
1573.576463,5319,2555,S/T[1573.576463]
1011.32784,5216,2233,S/T[1011.32784]
1402.48692,5207,2457,S/T[1402.48692]
46.083939,5175,692,R[46.083939]
-18.023584,5173,143,C of peptide[-18.023584]
1127.41157,5134,2302,S/T[1127.41157]
86.036779,5104,891,Q[86.036779]
1621.586359,5093,2582,S/T[1621.586359]
1008.36456,5092,2232,N[1008.36456]
1286.40319,5076,2386,S/T[1286.40319]
1230.359217,5050,2356,S/T[1230.359217]
163.030314,5015,1306,H[163.030314]
1110.396254,4997,2292,S/T[1110.396254]
306.171876,4980,1705,R[306.171876]
1605.591444,4961,2571,S/T[1605.591444]
956.322026,4943,2202,S/T[956.322026]
1296.389194,4923,2393,N[1296.389194]
26.01565,4922,492,K[26.01565]
1272.449077,4909,2378,S/T[1272.449077]
1078.381273,4899,2273,S/T[1078.381273]
1864.67188,4895,2700,S/T[1864.67188]
783.141486,4885,2108,C/H/Y[783.141486]
1208.444267,4860,2343,S/T[1208.444267]
1402.512072,4858,2458,S/T[1402.512072]
1938.708659,4817,2738,N/S/T[1938.708659]
1168.438119,4806,2322,S/T[1168.438119]
1889.62288,4766,2708,N[1889.62288]
1346.485857,4756,2429,N/S/T[1346.485857]
986.296206,4751,2220,S/T[986.296206]
290.176961,4745,1647,R[290.176961]
159.008578,4743,1266,W[159.008578]
161.032422,4694,1277,H[161.032422]
1679.628224,4681,2607,S/T[1679.628224]
835.259366,4670,2141,S/T[835.259366]
282.052824,4633,1641,R[282.052824]
1501.555334,4609,2515,N/S/T[1501.555334]
42.04695,4601,641,G[42.04695]
144.042259,4580,1170,R[144.042259]
1987.713804,4571,2758,N[1987.713804]
1647.613242,4533,2592,N/S/T[1647.613242]
106.041865,4528,967,K[106.041865]
1482.77,4493,2503,C[1482.77]
-23.015984,4485,134,W[-23.015984]
189.188947,4480,1392,C[189.188947]
178.047738,4475,1375,K/N-term of peptide[178.047738]
1313.475627,4450,2410,S/T[1313.475627]
1167.417718,4447,2320,S/T[1167.417718]
1606.586693,4447,2573,N/S/T[1606.586693]
57.021464,4442,745,Y[57.021464]
1897.68211,4414,2710,N/S/T[1897.68211]
783.173922,4403,2112,S/T[783.173922]
70.005479,4402,814,V of protein[70.005479]
44.026215,4324,670,K[44.026215]
1540.485599,4286,2539,N[1540.485599]
1574.596864,4258,2558,S/T[1574.596864]
42.04695,4215,640,D[42.04695]
1240.434096,4206,2362,S/T[1240.434096]
152.988449,4177,1228,W[152.988449]
1631.618328,4176,2586,S/T[1631.618328]
14.01565,4172,387,Q[14.01565]
956.279116,4172,2199,S/T[956.279116]
1547.524427,4144,2542,S/T[1547.524427]
1843.660312,4142,2686,N[1843.660312]
1548.544828,4137,2545,N/S/T[1548.544828]
68.037448,4133,809,K[68.037448]
972.283547,4125,2216,N[972.283547]
1150.402402,4086,2312,S/T[1150.402402]
1376.460036,4078,2440,S/T[1376.460036]
1590.591779,4035,2565,N/S/T[1590.591779]
1013.300579,4034,2235,S/T[1013.300579]
1238.418446,4011,2361,S/T[1238.418446]
1255.433762,4007,2369,S/T[1255.433762]
1522.554331,4000,2524,S/T[1522.554331]
204.187801,3985,1424,C[204.187801]
1387.512406,3933,2448,N/S/T[1387.512406]
881.146904,3923,2167,S[881.146904]
1052.283272,3875,2262,S/T[1052.283272]
1264.389848,3861,2376,S/T[1264.389848]
1141.365682,3855,2307,S/T[1141.365682]
1224.439181,3849,2350,S/T[1224.439181]
1101.316623,3846,2286,S/T[1101.316623]
1370.49709,3827,2433,S/T[1370.49709]
1840.660646,3825,2685,N[1840.660646]
14.01565,3819,383,S[14.01565]
2135.920496,3808,2767,K[2135.920496]
71.037114,3753,820,G[71.037114]
765.09956,3745,2101,C[765.09956]
594.091928,3733,2002,K[594.091928]
-39.010899,3680,82,W[-39.010899]
1694.602737,3662,2613,N/S/T[1694.602737]
1237.342563,3661,2358,S/T[1237.342563]
185.189198,3659,1384,Q[185.189198]
493.116152,3642,1926,Y[493.116152]
1898.702511,3609,2713,N/S/T[1898.702511]
1330.490942,3600,2416,S/T[1330.490942]
1645.516959,3576,2591,N[1645.516959]
1751.624201,3521,2638,N/S/T[1751.624201]
144.042259,3513,1171,C[144.042259]
1677.587422,3498,2604,S/T[1677.587422]
106.041865,3485,966,H[106.041865]
456.104615,3483,1900,C[456.104615]
1686.543508,3437,2610,N[1686.543508]
634.662782,3432,2029,C[634.662782]
122.073165,3395,1060,K[122.073165]
86.036779,3357,890,C[86.036779]
1418.506986,3337,2461,S/T[1418.506986]
1175.353403,3315,2326,N/S/T[1175.353403]
1297.480712,3310,2397,S/T[1297.480712]
14.01565,3269,375,G[14.01565]
-17.026549,3251,166,S of protein[-17.026549]
1735.629286,3246,2633,N[1735.629286]
1329.470541,3241,2414,S/T[1329.470541]
1118.37485,3236,2297,S/T[1118.37485]
452.034807,3232,1887,C[452.034807]
1839.640245,3228,2684,N[1839.640245]
1085.321709,3209,2277,S/T[1085.321709]
1592.571043,3206,2568,N[1592.571043]
1662.700924,3194,2600,K[1662.700924]
1517.5754,3183,2522,S/T[1517.5754]
1920.617461,3183,2727,N[1920.617461]
1889.665791,3142,2709,N[1889.665791]
1458.513134,3135,2488,S/T[1458.513134]
2861.000054,3119,2773,N[2861.000054]
1389.491671,3111,2449,N[1389.491671]
1825.660981,3083,2681,N/S/T[1825.660981]
1784.634431,3082,2659,N/S/T[1784.634431]
1118.331939,3078,2296,N/S/T[1118.331939]
1637.581274,3034,2588,N[1637.581274]
1880.666794,3033,2705,N[1880.666794]
57.021464,3027,748,D[57.021464]
132.068748,3025,1116,K[132.068748]
1681.607488,2991,2609,N[1681.607488]
1665.612574,2990,2602,N[1665.612574]
1564.564895,2978,2550,S/T[1564.564895]
1643.501309,2938,2590,S/T[1643.501309]
1757.544236,2935,2647,S/T[1757.544236]
57.021464,2932,751,E[57.021464]
1305.416397,2931,2404,S/T[1305.416397]
1159.358488,2921,2315,S/T[1159.358488]
1823.64533,2918,2675,S/T[1823.64533]
1278.369113,2871,2380,S/T[1278.369113]
1538.469949,2842,2538,S/T[1538.469949]
1588.452584,2841,2563,S/T[1588.452584]
224.250401,2825,1512,N-term of peptide[224.250401]
1806.630015,2818,2668,S/T[1806.630015]
28.0313,2809,517,R[28.0313]
1490.502964,2805,2506,S/T[1490.502964]
1499.501961,2787,2512,N[1499.501961]
1911.53783,2769,2722,S/T[1911.53783]
1371.517491,2763,2436,S/T[1371.517491]
-48.003371,2754,58,M of peptide[-48.003371]
1460.528784,2718,2492,N/S/T[1460.528784]
1515.534598,2704,2518,S/T[1515.534598]
1881.687195,2680,2706,N[1881.687195]
1424.427021,2673,2465,S/T[1424.427021]
1564.539743,2671,2548,N[1564.539743]
1288.401081,2663,2387,S/T[1288.401081]
1700.461172,2659,2617,N[1700.461172]
1175.396314,2652,2327,N[1175.396314]
1403.507321,2647,2460,N[1403.507321]
1449.501567,2643,2483,S/T[1449.501567]
1247.374532,2642,2367,S/T[1247.374532]
1752.644602,2641,2643,N/S/T[1752.644602]
1482.443734,2613,2502,S/T[1482.443734]
-29.992806,2611,108,M of peptide[-29.992806]
1531.529513,2608,2528,S/T[1531.529513]
1738.628952,2608,2635,N[1738.628952]
283.045704,2605,1644,S/T[283.045704]
1698.374404,2583,2616,S/T[1698.374404]
1183.412632,2574,2331,S[1183.412632]
1003.232225,2556,2229,S/T[1003.232225]
445.098527,2542,1880,S/T[445.098527]
1294.364027,2528,2392,S/T[1294.364027]
1091.284655,2516,2280,S/T[1091.284655]
1497.4434,2510,2510,S/T[1497.4434]
1900.583852,2507,2717,S/T[1900.583852]
1050.16311,2504,2260,S/T[1050.16311]
1392.41204,2500,2453,S/T[1392.41204]
1768.639517,2480,2653,N[1768.639517]
1304.395996,2466,2402,S/T[1304.395996]
1809.666066,2465,2671,N[1809.666066]
1393.432441,2447,2455,S/T[1393.432441]
1860.427228,2444,2697,S/T[1860.427228]
1755.546345,2431,2645,S/T[1755.546345]
1864.548335,2416,2698,N[1864.548335]
1332.470207,2400,2418,N[1332.470207]
1620.602343,2387,2579,N[1620.602343]
1686.586419,2376,2611,N[1686.586419]
1576.576129,2339,2559,N[1576.576129]
1868.691946,2308,2703,N[1868.691946]
1102.337025,2301,2288,S/T[1102.337025]
1345.465456,2289,2423,N[1345.465456]
1442.394675,2289,2474,S/T[1442.394675]
1448.456013,2278,2480,S/T[1448.456013]
576.511761,2265,1990,C[576.511761]
1466.44882,2257,2496,S/T[1466.44882]
14.01565,2249,385,N[14.01565]
1968.682838,2242,2747,S/T[1968.682838]
1419.502235,2241,2463,N[1419.502235]
1474.508049,2231,2500,S/T[1474.508049]
1450.453905,2213,2485,S/T[1450.453905]
1183.412632,2194,2332,T[1183.412632]
309.205242,2188,1713,C-term of peptide[309.205242]
1901.505861,2179,2719,N[1901.505861]
1182.293839,2170,2328,S/T[1182.293839]
1854.614759,2162,2693,S/T[1854.614759]
14.01565,2141,379,T[14.01565]
1805.554132,2112,2667,S/T[1805.554132]
1533.570315,2107,2532,S/T[1533.570315]
1516.554999,2077,2520,S/T[1516.554999]
1589.571378,2054,2564,N[1589.571378]
1884.686861,2040,2707,N[1884.686861]
1491.523365,2011,2508,S/T[1491.523365]
1459.533535,2008,2490,S/T[1459.533535]
1373.496756,2003,2437,N[1373.496756]
34.068961,2002,585,K/N-term of peptide[34.068961]
1535.549579,2001,2534,N[1535.549579]
1659.496223,1945,2596,S/T[1659.496223]
1678.607823,1933,2605,S/T[1678.607823]
2092.745164,1932,2766,N[2092.745164]
1734.510493,1898,2631,S/T[1734.510493]
1727.570057,1895,2629,N[1727.570057]
1593.493521,1877,2570,S/T[1593.493521]
14.01565,1856,378,R[14.01565]
1549.56523,1842,2546,N[1549.56523]
1374.268757,1837,2439,S/T[1374.268757]
1467.469221,1834,2498,S/T[1467.469221]
1971.718889,1803,2754,N[1971.718889]
1551.544494,1802,2547,N[1551.544494]
1782.655167,1794,2655,N[1782.655167]
-29.978202,1772,109,W[-29.978202]
1524.533595,1758,2527,N[1524.533595]
-57.98435,1733,41,W[-57.98435]
1784.591521,1707,2656,N[1784.591521]
1440.421936,1685,2471,S/T[1440.421936]
1797.593295,1676,2665,S/T[1797.593295]
1743.564972,1671,2636,N[1743.564972]
